eudract_number,arms,controlled,crossover,double_blind,open,parallel_group,randomised,single_blind
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002515-10,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002522-23,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002522-23,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002522-23,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002539-13,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002707-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002716-28,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002716-28,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002716-28,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002716-28,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002716-28,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002716-28,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002716-28,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002716-28,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002737-38,string,No,No,No,Yes,No,No,No
2013-002737-38,string,No,No,No,Yes,No,No,No
2013-002755-15,Yes,No,No,No,No,No,Yes,No
2013-002847-28,1,No,No,No,Yes,No,No,No
2013-002902-29,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002902-29,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002902-29,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002902-29,2+,Yes,No,Yes,No,Yes,Yes,No
2013-002902-29,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003022-92,1,No,No,No,Yes,No,No,No
2013-003022-92,1,No,No,No,Yes,No,No,No
2013-003022-92,1,No,No,No,Yes,No,No,No
2013-003022-92,1,No,No,No,Yes,No,No,No
2013-003022-92,1,No,No,No,Yes,No,No,No
2013-003022-92,1,No,No,No,Yes,No,No,No
2013-003022-92,1,No,No,No,Yes,No,No,No
2013-003022-92,1,No,No,No,Yes,No,No,No
2013-003022-92,1,No,No,No,Yes,No,No,No
2013-003022-92,1,No,No,No,Yes,No,No,No
2013-003046-17,1,No,No,No,Yes,No,No,No
2013-003046-17,1,No,No,No,Yes,No,No,No
2013-003046-17,1,No,No,No,Yes,No,No,No
2013-003046-17,1,No,No,No,Yes,No,No,No
2013-003046-17,1,No,No,No,Yes,No,No,No
2013-003046-17,1,No,No,No,Yes,No,No,No
2013-003046-17,1,No,No,No,Yes,No,No,No
2013-003050-25,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003050-25,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003050-25,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003050-25,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003050-25,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003050-25,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003050-25,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003050-25,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003050-25,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003118-42,2+,No,No,No,Yes,No,Yes,No
2013-003118-42,2+,No,No,No,Yes,No,Yes,No
2013-003118-42,2+,No,No,No,Yes,No,Yes,No
2013-003118-42,2+,No,No,No,Yes,No,Yes,No
2013-003118-42,2+,No,No,No,Yes,No,Yes,No
2013-003118-42,2+,No,No,No,Yes,No,Yes,No
2013-003118-42,2+,No,No,No,Yes,No,Yes,No
2013-003129-27,2+,Yes,No,Yes,Yes,Yes,Yes,No
2013-003129-27,2+,Yes,No,Yes,Yes,Yes,Yes,No
2013-003129-27,2+,Yes,No,Yes,Yes,Yes,Yes,No
2013-003156-21,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003156-21,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003156-21,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003156-21,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003156-21,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003156-21,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003156-21,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003156-21,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003156-21,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003167-58,2+,Yes,Yes,No,Yes,No,Yes,No
2013-003167-58,2+,Yes,Yes,No,Yes,No,Yes,No
2013-003167-58,2+,Yes,Yes,No,Yes,No,Yes,No
2013-003167-58,2+,Yes,Yes,No,Yes,No,Yes,No
2013-003167-58,2+,Yes,Yes,No,Yes,No,Yes,No
2013-003167-58,2+,Yes,Yes,No,Yes,No,Yes,No
2013-003167-58,2+,Yes,Yes,No,Yes,No,Yes,No
2013-003167-58,2+,Yes,Yes,No,Yes,No,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003390-95,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003397-27,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003397-27,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003438-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003438-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003438-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003438-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003438-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003438-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003438-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003438-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003438-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003438-33,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003466-13,2+,Yes,No,No,Yes,No,Yes,No
2013-003492-35,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003714-40,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003714-40,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003714-40,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003714-40,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003763-56,,No,No,No,Yes,No,No,No
2013-003763-56,,No,No,No,Yes,No,No,No
2013-003763-56,,No,No,No,Yes,No,No,No
2013-003763-56,,No,No,No,Yes,No,No,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003820-36,2+,Yes,Yes,Yes,No,Yes,Yes,No
2013-003822-96,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003822-96,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003822-96,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003822-96,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003822-96,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003829-29,2+,Yes,No,No,Yes,No,Yes,No
2013-003829-29,2+,Yes,No,No,Yes,No,Yes,No
2013-003829-29,2+,Yes,No,No,Yes,No,Yes,No
2013-003829-29,2+,Yes,No,No,Yes,No,Yes,No
2013-003829-29,2+,Yes,No,No,Yes,No,Yes,No
2013-003829-29,2+,Yes,No,No,Yes,No,Yes,No
2013-003829-29,2+,Yes,No,No,Yes,No,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003839-30,2+,Yes,No,Yes,No,Yes,Yes,No
2013-003868-31,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003868-31,2+,Yes,No,No,Yes,Yes,Yes,No
2013-003868-31,2+,Yes,No,No,Yes,Yes,Yes,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004136-30,1,No,No,No,Yes,No,No,No
2013-004187-56,2+,Yes,No,No,Yes,No,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004278-88,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004392-12,2+,Yes,No,No,Yes,Yes,Yes,No
2013-004392-12,2+,Yes,No,No,Yes,Yes,Yes,No
2013-004392-12,2+,Yes,No,No,Yes,Yes,Yes,No
2013-004392-12,2+,Yes,No,No,Yes,Yes,Yes,No
2013-004392-12,2+,Yes,No,No,Yes,Yes,Yes,No
2013-004392-12,2+,Yes,No,No,Yes,Yes,Yes,No
2013-004392-12,2+,Yes,No,No,Yes,Yes,Yes,No
2013-004422-29,2+,Yes,No,Yes,No,No,Yes,No
2013-004422-29,2+,Yes,No,Yes,No,No,Yes,No
2013-004422-29,2+,Yes,No,Yes,No,No,Yes,No
2013-004422-29,2+,Yes,No,Yes,No,No,Yes,No
2013-004422-29,2+,Yes,No,Yes,No,No,Yes,No
2013-004422-29,2+,Yes,No,Yes,No,No,Yes,No
2013-004430-15,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004430-15,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004430-15,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004430-15,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004430-15,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004435-72,1,No,No,No,Yes,No,No,No
2013-004482-14,2+,No,No,No,Yes,No,No,No
2013-004482-14,2+,No,No,No,Yes,No,No,No
2013-004482-14,2+,No,No,No,Yes,No,No,No
2013-004482-14,2+,No,No,No,Yes,No,No,No
2013-004482-14,2+,No,No,No,Yes,No,No,No
2013-004482-14,2+,No,No,No,Yes,No,No,No
2013-004489-32,2+,Yes,No,No,Yes,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004494-28,2+,Yes,No,Yes,No,No,Yes,No
2013-004519-28,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004654-13,,No,No,No,Yes,No,No,No
2013-004654-13,,No,No,No,Yes,No,No,No
2013-004654-13,,No,No,No,Yes,No,No,No
2013-004654-13,,No,No,No,Yes,No,No,No
2013-004654-13,,No,No,No,Yes,No,No,No
2013-004654-13,,No,No,No,Yes,No,No,No
2013-004654-13,,No,No,No,Yes,No,No,No
2013-004654-13,,No,No,No,Yes,No,No,No
2013-004659-19,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004659-19,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004659-19,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004659-19,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004659-19,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004659-19,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004659-19,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004659-19,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004659-19,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004674-97,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004674-97,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004674-97,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004674-97,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004674-97,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004674-97,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004674-97,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004674-97,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004674-97,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004674-97,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004711-50,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004796-12,2+,Yes,No,No,Yes,Yes,Yes,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004813-41,1,No,No,No,Yes,No,No,No
2013-004819-40,2+,Yes,No,Yes,No,Yes,Yes,No
2013-004879-13,2+,Yes,No,No,Yes,Yes,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-004958-18,2+,Yes,No,No,Yes,No,Yes,No
2013-005007-13,2+,Yes,No,No,Yes,Yes,Yes,No
2013-005007-13,2+,Yes,No,No,Yes,Yes,Yes,No
2013-005007-13,2+,Yes,No,No,Yes,Yes,Yes,No
2013-005007-13,2+,Yes,No,No,Yes,Yes,Yes,No
2013-005015-28,2+,Yes,No,Yes,No,Yes,Yes,No
2013-005427-16,,No,No,No,Yes,No,No,No
2013-005427-16,,No,No,No,Yes,No,No,No
2013-005427-16,,No,No,No,Yes,No,No,No
2013-005427-16,,No,No,No,Yes,No,No,No
2013-005427-16,,No,No,No,Yes,No,No,No
2013-005427-16,,No,No,No,Yes,No,No,No
2013-005427-16,,No,No,No,Yes,No,No,No
2013-005427-16,,No,No,No,Yes,No,No,No
2013-005427-16,,No,No,No,Yes,No,No,No
2013-005449-35,,No,,,,,,
2013-005449-35,,No,,,,,,
2013-005449-35,,No,,,,,,
2013-005449-35,,No,,,,,,
2013-005449-35,,No,,,,,,
2013-005559-34,2+,Yes,No,No,Yes,Yes,Yes,No
2013-005559-34,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000106-35,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000222-38,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000222-38,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000222-38,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000222-38,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000222-38,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000255-85,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000255-85,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000255-85,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000255-85,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000255-85,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000255-85,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000255-85,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000255-85,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000331-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000331-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000382-41,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000382-41,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000382-41,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000382-41,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000565-47,2+,Yes,No,No,Yes,No,Yes,No
2014-000566-22,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000566-22,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000566-22,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000566-22,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000566-22,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000566-22,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000566-22,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000566-22,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000566-22,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000566-22,2+,Yes,No,No,Yes,Yes,Yes,No
2014-000569-35,1,No,No,No,Yes,No,No,No
2014-000709-10,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2014-000907-29,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000907-29,2+,Yes,No,Yes,No,Yes,Yes,No
2014-000973-38,2+,Yes,No,No,No,Yes,Yes,Yes
2014-001280-13,Unknown,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001286-28,1,No,No,No,Yes,No,No,No
2014-001363-12,2+,Yes,No,No,Yes,No,Yes,No
2014-001363-12,2+,Yes,No,No,Yes,No,Yes,No
2014-001363-12,2+,Yes,No,No,Yes,No,Yes,No
2014-001363-12,2+,Yes,No,No,Yes,No,Yes,No
2014-001363-12,2+,Yes,No,No,Yes,No,Yes,No
2014-001363-12,2+,Yes,No,No,Yes,No,Yes,No
2014-001363-12,2+,Yes,No,No,Yes,No,Yes,No
2014-001363-12,2+,Yes,No,No,Yes,No,Yes,No
2014-001363-12,2+,Yes,No,No,Yes,No,Yes,No
2014-001486-27,2+,Yes,No,No,Yes,Yes,Yes,No
2014-001486-27,2+,Yes,No,No,Yes,Yes,Yes,No
2014-001486-27,2+,Yes,No,No,Yes,Yes,Yes,No
2014-001486-27,2+,Yes,No,No,Yes,Yes,Yes,No
2014-001486-27,2+,Yes,No,No,Yes,Yes,Yes,No
2014-001486-27,2+,Yes,No,No,Yes,Yes,Yes,No
2014-001486-27,2+,Yes,No,No,Yes,Yes,Yes,No
2014-001718-25,2+,Yes,No,Yes,No,No,Yes,No
2014-001718-25,2+,Yes,No,Yes,No,No,Yes,No
2014-001718-25,2+,Yes,No,Yes,No,No,Yes,No
