eudract_number,randomised,crossover,parallel_group,open,single_blind,double_blind,controlled,arms,active_comparator,placebo
2005-003510-15,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003510-15,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003511-75,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003511-75,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003511-75,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003511-75,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003511-75,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003512-30,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003512-30,Yes,No,No,Yes,No,No,No,,No,No
2005-003513-32,Yes,,,,Yes,,Yes,,,
2005-003514-15,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003516-29,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003517-33,Yes,,Yes,,,Yes,Yes,,,
2005-003517-33,Yes,,Yes,,,Yes,Yes,,,
2005-003517-33,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003517-33,Yes,,Yes,,,Yes,Yes,,,
2005-003517-33,Yes,,Yes,,,Yes,Yes,,,
2005-003517-33,Yes,No,Yes,No,No,Yes,No,,No,No
2005-003517-33,Yes,,Yes,,,Yes,Yes,,,
2005-003517-33,Yes,,Yes,,,Yes,Yes,,,
2005-003517-33,Yes,,Yes,,,Yes,Yes,,,
2005-003517-33,Yes,,Yes,,,Yes,Yes,,,
2005-003517-33,Yes,,Yes,,,Yes,Yes,,,
2005-003517-33,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003518-14,,No,Yes,Yes,No,No,Yes,,No,No
2005-003518-14,,No,Yes,Yes,No,No,Yes,,No,No
2005-003518-14,,No,Yes,Yes,No,No,Yes,,No,No
2005-003520-18,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003521-13,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003521-13,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003521-13,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003521-13,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003522-26,No,No,No,No,No,No,No,,,
2005-003525-92,Yes,Yes,Yes,No,No,Yes,Yes,,No,Yes
2005-003525-92,Yes,Yes,Yes,No,No,Yes,Yes,,No,Yes
2005-003526-25,Yes,No,Yes,No,Yes,No,Yes,,Yes,Yes
2005-003530-17,Yes,Yes,Yes,No,No,Yes,Yes,,No,Yes
2005-003530-17,Yes,Yes,Yes,No,No,Yes,Yes,,No,Yes
2005-003530-17,Yes,Yes,Yes,No,No,Yes,Yes,,No,Yes
2005-003537-41,No,No,No,Yes,No,No,Yes,,No,No
2005-003542-33,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003549-16,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003552-35,,,,Yes,,,No,,No,No
2005-003552-35,No,,,,,,No,,No,No
2005-003552-35,No,,,,,,No,,No,No
2005-003552-35,No,,,,,,No,,No,No
2005-003553-27,No,No,No,Yes,No,No,Yes,,No,No
2005-003555-13,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003556-36,Yes,No,No,No,No,No,Yes,,No,Yes
2005-003557-27,Yes,No,No,Yes,No,No,Yes,,,
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003558-83,Yes,No,No,No,No,Yes,Yes,,Yes,Yes
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003558-83,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003561-16,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003562-42,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003570-22,Yes,,,Yes,,,No,,No,No
2005-003572-38,Yes,Yes,No,No,No,Yes,Yes,,No,Yes
2005-003577-24,No,No,No,No,No,No,No,,,
2005-003578-55,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003581-42,Yes,,,No,,,No,,No,No
2005-003582-16,Yes,No,Yes,Yes,No,No,No,,No,No
2005-003583-31,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003587-34,,,,,,,No,,,
2005-003588-22,Yes,No,Yes,No,Yes,No,Yes,,Yes,No
2005-003590-24,Yes,,,,,,Yes,,,
2005-003590-24,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003590-24,Yes,,,,,,Yes,,,
2005-003590-24,Yes,,,,,,Yes,,,
2005-003590-24,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003590-24,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003591-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003591-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003591-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003592-20,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003592-20,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003592-20,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003593-16,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003593-16,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003593-16,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003595-38,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003599-39,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003601-93,No,No,No,Yes,No,No,Yes,,,
2005-003605-82,Yes,No,No,No,No,No,Yes,,No,No
2005-003606-28,No,No,No,Yes,No,No,Yes,,No,No
2005-003608-13,Yes,No,No,,,Yes,Yes,,No,Yes
2005-003609-96,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003610-15,Yes,,,Yes,,,Yes,,,
2005-003610-15,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003610-15,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003612-30,No,Yes,No,Yes,No,No,Yes,,No,No
2005-003615-70,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003617-33,Yes,Yes,No,Yes,No,No,Yes,,No,No
2005-003625-46,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003625-46,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003625-46,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003625-46,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2005-003626-26,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003628-20,Yes,,,,,,No,,No,No
2005-003630-18,Yes,No,No,No,No,Yes,Yes,,Yes,No
2005-003630-18,Yes,No,No,No,No,Yes,Yes,,Yes,No
2005-003630-18,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003630-18,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003632-22,No,No,No,,No,No,No,,No,No
2005-003635-46,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003637-41,Yes,No,Yes,No,Yes,No,Yes,,No,Yes
2005-003639-30,No,No,No,No,Yes,No,Yes,,No,No
2005-003644-59,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003646-34,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003648-70,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003651-12,Yes,,Yes,,,Yes,Yes,,,Yes
2005-003652-35,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003656-35,No,No,No,Yes,No,No,Yes,,No,No
2005-003656-35,No,No,No,Yes,No,No,Yes,,No,No
2005-003656-35,No,No,No,Yes,No,No,Yes,,No,No
2005-003656-35,No,No,No,Yes,No,No,Yes,,No,No
2005-003656-35,No,No,No,Yes,No,No,Yes,,No,No
2005-003660-38,Yes,Yes,No,No,No,Yes,Yes,,Yes,Yes
2005-003662-41,Yes,,,Yes,,,Yes,,,
2005-003662-41,Yes,,,Yes,,,Yes,,,
2005-003662-41,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003662-41,Yes,,,Yes,,,Yes,,,
2005-003662-41,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003662-41,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2005-003666-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003669-18,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003670-26,No,No,No,Yes,No,No,Yes,,No,No
2005-003674-14,No,,,,,,No,,No,No
2005-003676-38,No,No,No,No,No,No,No,,,
2005-003680-22,Yes,,,,,No,No,,No,No
2005-003680-22,Yes,,,,,No,No,,No,No
2005-003680-22,Yes,No,No,No,No,Yes,No,,No,No
2005-003681-42,No,No,No,Yes,No,No,Yes,,No,No
2005-003687-37,Yes,No,Yes,Yes,No,No,No,,No,No
2005-003693-14,Yes,Yes,No,Yes,No,No,Yes,,No,No
2005-003694-25,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003694-25,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003694-25,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003696-20,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003697-25,No,No,No,No,No,No,No,,No,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003700-10,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003700-10,Yes,,Yes,,,Yes,Yes,,Yes,No
2005-003701-91,Yes,No,Yes,Yes,No,No,No,,No,No
2005-003703-36,No,No,No,No,No,No,No,,,
2005-003707-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003707-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003710-14,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003713-32,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003713-32,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003713-32,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003713-32,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003714-15,Yes,Yes,,,Yes,,Yes,,,Yes
2005-003717-33,No,No,No,No,No,No,No,,,
2005-003718-14,No,No,No,Yes,No,No,Yes,,No,No
2005-003722-26,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003723-39,Yes,No,No,Yes,No,No,Yes,,Yes,No
2005-003724-19,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003724-19,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003732-22,No,,,,,,No,,No,No
2005-003733-40,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003733-40,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003733-40,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003733-40,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003733-40,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003733-40,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003733-40,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003737-40,Yes,No,Yes,Yes,No,No,Yes,,No,No
2005-003737-40,Yes,No,Yes,Yes,No,No,Yes,,No,No
2005-003739-32,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003740-62,No,No,No,No,No,No,No,,No,No
2005-003745-14,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003745-14,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003745-14,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003745-14,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003747-31,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003749-15,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003750-10,Yes,Yes,No,Yes,No,No,Yes,,Yes,No
2005-003755-12,Yes,,,,,,No,,No,No
2005-003759-11,No,No,No,Yes,No,No,Yes,,No,No
2005-003760-38,No,,,Yes,,,Yes,,No,Yes
2005-003761-16,No,No,No,Yes,No,No,Yes,,No,No
2005-003762-41,Yes,,,,,Yes,Yes,,,Yes
2005-003765-17,Yes,No,No,No,No,No,No,,,
2005-003767-23,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003767-23,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003767-23,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003767-23,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003770-23,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003770-23,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003770-23,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003770-23,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003770-23,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003770-23,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003770-23,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003770-23,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003771-20,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003771-20,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003771-20,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003772-37,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003772-37,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003772-37,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003772-37,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003772-37,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003772-37,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003772-37,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003773-25,No,Yes,No,Yes,No,No,Yes,,No,Yes
2005-003773-25,Yes,Yes,No,No,No,Yes,Yes,,No,Yes
2005-003774-15,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003774-15,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003774-15,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003774-15,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003774-15,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003774-15,Yes,No,No,Yes,No,No,Yes,,Yes,No
2005-003774-15,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003775-21,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003777-24,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003777-24,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003777-24,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003778-13,No,No,No,No,No,No,No,,No,No
2005-003781-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003783-27,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003783-27,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003783-27,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003788-22,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003788-22,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003788-22,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003788-22,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003788-22,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003788-22,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003788-22,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003789-40,Yes,Yes,No,,,Yes,Yes,,Yes,Yes
2005-003791-38,No,No,No,Yes,No,No,Yes,,No,No
2005-003795-37,Yes,,,Yes,,,Yes,,Yes,
2005-003796-20,No,No,No,Yes,No,No,No,,,
2005-003797-25,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003800-12,Yes,,Yes,,,Yes,Yes,,No,Yes
2005-003800-12,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003800-12,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003800-12,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003806-27,Yes,No,No,No,No,No,Yes,,No,No
2005-003809-86,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003812-31,Yes,,,Yes,,,Yes,,,
2005-003813-33,No,No,No,Yes,No,No,Yes,,No,No
2005-003814-14,No,,,,,,No,,,
2005-003819-71,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003819-71,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003819-71,Yes,No,Yes,No,No,No,Yes,,No,Yes
2005-003821-25,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003822-25,Yes,,,,,,,,No,
2005-003822-25,Yes,,,,,,,,No,
2005-003824-21,Yes,,,,,,No,,Yes,No
2005-003826-24,Yes,,,,Yes,,Yes,,Yes,
2005-003827-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003827-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003827-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003827-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003827-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003827-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003827-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003827-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003827-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003827-38,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003829-31,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003829-31,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003832-24,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003836-22,Yes,No,Yes,No,No,Yes,Yes,,No,No
2005-003837-42,Yes,No,No,No,Yes,No,Yes,,No,No
2005-003839-41,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003841-14,No,No,No,No,No,No,No,,No,No
2005-003843-30,No,No,No,Yes,No,No,No,,No,No
2005-003845-15,Yes,,,,Yes,,Yes,,No,No
2005-003846-33,No,No,Yes,Yes,No,No,Yes,,No,No
2005-003853-29,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003854-80,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003855-11,No,No,No,Yes,No,No,Yes,,No,No
2005-003860-47,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2005-003862-40,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2005-003862-40,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003862-40,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003862-40,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2005-003862-40,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003862-40,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003862-40,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003862-40,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003862-40,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003867-21,No,No,No,Yes,No,No,Yes,,No,No
2005-003869-17,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2005-003870-88,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003871-19,Yes,No,No,Yes,No,No,Yes,,Yes,No
2005-003876-39,Yes,No,Yes,Yes,No,No,Yes,,,
2005-003877-26,Yes,Yes,No,Yes,No,No,Yes,,Yes,No
2005-003884-22,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003885-40,Yes,No,Yes,Yes,No,No,,,Yes,No
2005-003887-48,Yes,No,No,Yes,No,No,Yes,,Yes,No
2005-003888-23,No,,,Yes,,,Yes,,,
2005-003889-42,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003891-39,,,,,,,No,,,
2005-003893-46,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,
2005-003894-26,Yes,No,Yes,No,No,No,No,2+,,
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,No
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,No
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,No
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,
2005-003894-26,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,
2005-003901-10,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003902-27,No,No,No,Yes,No,No,Yes,,No,No
2005-003903-35,Yes,Yes,Yes,No,No,Yes,Yes,,No,Yes
2005-003906-27,No,No,No,Yes,No,No,Yes,,No,No
2005-003910-13,No,,,,,,No,,No,No
2005-003911-63,No,No,No,Yes,No,No,Yes,,No,No
2005-003924-21,Yes,Yes,No,No,Yes,No,Yes,,Yes,No
2005-003926-24,Yes,No,No,Yes,No,No,Yes,,Yes,No
2005-003926-24,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003926-24,Yes,No,No,Yes,No,No,Yes,,Yes,No
2005-003926-24,Yes,Yes,Yes,Yes,No,No,Yes,2+,Yes,No
2005-003926-24,Yes,No,No,Yes,No,No,Yes,,Yes,No
2005-003926-24,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003926-24,Yes,No,No,Yes,No,No,Yes,,Yes,No
2005-003926-24,Yes,No,No,Yes,No,No,Yes,,Yes,No
2005-003926-24,Yes,No,No,Yes,No,No,Yes,,Yes,No
2005-003927-38,Yes,Yes,No,Yes,No,No,Yes,,Yes,No
2005-003929-22,Yes,,,,,,Yes,,,
2005-003929-22,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003929-22,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003929-22,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003929-22,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003929-22,Yes,No,No,Yes,No,No,Yes,,No,No
2005-003929-22,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2005-003930-16,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003930-16,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003930-16,Yes,No,No,No,No,Yes,Yes,,No,Yes
2005-003931-40,No,No,No,Yes,No,No,Yes,,No,No
2005-003932-23,No,No,No,Yes,No,No,Yes,,No,No
2005-003932-23,No,No,No,Yes,No,No,Yes,,No,No
2005-003937-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003937-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003937-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003937-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003938-18,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003938-18,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003938-18,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003942-32,Yes,Yes,No,No,No,Yes,Yes,,No,Yes
2005-003943-30,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003944-68,No,No,No,Yes,No,No,Yes,,No,No
2005-003944-68,No,No,No,Yes,No,No,No,,No,No
2005-003944-68,No,No,No,Yes,No,No,Yes,,No,No
2005-003944-68,No,No,No,No,No,No,No,1,,
2005-003944-68,No,No,No,Yes,No,No,No,1,No,No
2005-003944-68,No,No,No,Yes,No,No,Yes,,No,No
2005-003944-68,No,No,No,Yes,No,No,Yes,,No,No
2005-003944-68,No,,,,,,No,,,
2005-003945-16,No,,,,,,No,,No,No
2005-003949-14,No,No,No,No,No,No,No,,No,No
2005-003951-11,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2005-003956-37,Yes,No,Yes,No,Yes,No,Yes,,No,No
2005-003956-37,Yes,No,Yes,Yes,Yes,No,Yes,,Yes,No
2005-003956-37,Yes,No,Yes,No,Yes,No,Yes,,Yes,No
2005-003956-37,Yes,No,Yes,Yes,Yes,No,Yes,,No,No
